demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 6.9, 'Females': 6.8, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.6, 'Females Aged 18-29': 6.8, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 6.9, 'Aged 45+': 6.4, 'Males Aged 45+': 6.6, 'Females Aged 45+': 5.3, 'Top 1000 voters': 6.7, 'US users': 6.5, 'Non-US users': 7.0, 'IMDb users': 6.9}","{'Males': 73, 'Females': 26, 'Aged 18-29': 31, 'Males Aged 18-29': 19, 'Females Aged 18-29': 10, 'Aged 30-44': 49, 'Males Aged 30-44': 36, 'Females Aged 30-44': 12, 'Aged 45+': 19, 'Males Aged 45+': 16, 'Females Aged 45+': 3, 'Top 1000 voters': 29, 'US users': 49, 'Non-US users': 37, 'IMDb users': 110}",18,"{'10': 10, '9': 7, '8': 15, '7': 39, '6': 21, '5': 9, '4': 2, '3': 2, '2': 1, '1': 4}",37
"{'Males': 7.4, 'Females': 7.9, 'Aged 18-29': 8.1, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 8.7, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 7.4, 'Aged 45+': 7.4, 'Males Aged 45+': 7.3, 'Females Aged 45+': 6.5, 'Top 1000 voters': 6.9, 'US users': 7.2, 'Non-US users': 7.7, 'IMDb users': 7.5}","{'Males': 87, 'Females': 50, 'Aged 18-29': 67, 'Males Aged 18-29': 37, 'Females Aged 18-29': 28, 'Aged 30-44': 48, 'Males Aged 30-44': 33, 'Females Aged 30-44': 14, 'Aged 45+': 20, 'Males Aged 45+': 16, 'Females Aged 45+': 4, 'Top 1000 voters': 36, 'US users': 63, 'Non-US users': 45, 'IMDb users': 155}",17,"{'10': 46, '9': 19, '8': 26, '7': 31, '6': 14, '5': 7, '4': 2, '3': 1, '2': 2, '1': 7}",37
"{'Males': 7.1, 'Females': 7.3, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 7.9, 'Aged 30-44': 7.0, 'Males Aged 30-44': 6.9, 'Females Aged 30-44': 7.2, 'Aged 45+': 6.8, 'Males Aged 45+': 6.9, 'Females Aged 45+': 5.7, 'Top 1000 voters': 6.7, 'US users': 6.9, 'Non-US users': 7.1, 'IMDb users': 7.2}","{'Males': 85, 'Females': 30, 'Aged 18-29': 41, 'Males Aged 18-29': 26, 'Females Aged 18-29': 12, 'Aged 30-44': 55, 'Males Aged 30-44': 42, 'Females Aged 30-44': 12, 'Aged 45+': 21, 'Males Aged 45+': 16, 'Females Aged 45+': 5, 'Top 1000 voters': 33, 'US users': 61, 'Non-US users': 38, 'IMDb users': 128}",16,"{'10': 22, '9': 10, '8': 14, '7': 41, '6': 24, '5': 8, '4': 2, '3': 2, '2': 1, '1': 4}",37
"{'Males': 5.7, 'Females': 6.0, 'Aged under 18': 4.0, 'Males under 18': 4.0, 'Aged 18-29': 6.1, 'Males Aged 18-29': 6.6, 'Females Aged 18-29': 4.9, 'Aged 30-44': 5.8, 'Males Aged 30-44': 5.6, 'Females Aged 30-44': 6.1, 'Aged 45+': 6.0, 'Males Aged 45+': 5.4, 'Females Aged 45+': 8.5, 'Top 1000 voters': 5.9, 'US users': 5.6, 'Non-US users': 6.1, 'IMDb users': 5.8}","{'Males': 97, 'Females': 34, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 49, 'Males Aged 18-29': 30, 'Females Aged 18-29': 16, 'Aged 30-44': 57, 'Males Aged 30-44': 44, 'Females Aged 30-44': 13, 'Aged 45+': 24, 'Males Aged 45+': 20, 'Females Aged 45+': 4, 'Top 1000 voters': 37, 'US users': 72, 'Non-US users': 41, 'IMDb users': 154}",15,"{'10': 19, '9': 5, '8': 12, '7': 31, '6': 24, '5': 22, '4': 15, '3': 7, '2': 2, '1': 17}",37
"{'Males': 8.0, 'Females': 8.6, 'Aged 18-29': 8.6, 'Males Aged 18-29': 8.4, 'Females Aged 18-29': 9.0, 'Aged 30-44': 8.0, 'Males Aged 30-44': 7.9, 'Females Aged 30-44': 8.5, 'Aged 45+': 7.6, 'Males Aged 45+': 7.7, 'Females Aged 45+': 6.0, 'Top 1000 voters': 7.9, 'US users': 8.0, 'Non-US users': 8.3, 'IMDb users': 8.2}","{'Males': 103, 'Females': 45, 'Aged 18-29': 63, 'Males Aged 18-29': 36, 'Females Aged 18-29': 25, 'Aged 30-44': 63, 'Males Aged 30-44': 47, 'Females Aged 30-44': 15, 'Aged 45+': 22, 'Males Aged 45+': 19, 'Females Aged 45+': 3, 'Top 1000 voters': 37, 'US users': 67, 'Non-US users': 63, 'IMDb users': 170}",14,"{'10': 48, '9': 26, '8': 49, '7': 22, '6': 13, '5': 4, '4': 2, '3': 1, '2': 0, '1': 5}",37
"{'Males': 7.5, 'Females': 8.0, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 8.2, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 7.8, 'Aged 45+': 7.6, 'Males Aged 45+': 7.7, 'Females Aged 45+': 6.2, 'Top 1000 voters': 7.1, 'US users': 7.4, 'Non-US users': 7.7, 'IMDb users': 7.6}","{'Males': 102, 'Females': 37, 'Aged 18-29': 58, 'Males Aged 18-29': 38, 'Females Aged 18-29': 18, 'Aged 30-44': 58, 'Males Aged 30-44': 44, 'Females Aged 30-44': 13, 'Aged 45+': 23, 'Males Aged 45+': 19, 'Females Aged 45+': 4, 'Top 1000 voters': 40, 'US users': 60, 'Non-US users': 63, 'IMDb users': 160}",13,"{'10': 35, '9': 16, '8': 39, '7': 35, '6': 16, '5': 10, '4': 3, '3': 1, '2': 1, '1': 4}",37
"{'Males': 5.9, 'Females': 7.1, 'Aged 18-29': 6.9, 'Males Aged 18-29': 6.8, 'Females Aged 18-29': 7.1, 'Aged 30-44': 6.1, 'Males Aged 30-44': 5.8, 'Females Aged 30-44': 7.0, 'Aged 45+': 5.8, 'Males Aged 45+': 5.7, 'Females Aged 45+': 7.0, 'Top 1000 voters': 6.1, 'US users': 6.1, 'Non-US users': 6.3, 'IMDb users': 6.2}","{'Males': 86, 'Females': 29, 'Aged 18-29': 43, 'Males Aged 18-29': 25, 'Females Aged 18-29': 16, 'Aged 30-44': 53, 'Males Aged 30-44': 42, 'Females Aged 30-44': 10, 'Aged 45+': 19, 'Males Aged 45+': 17, 'Females Aged 45+': 2, 'Top 1000 voters': 38, 'US users': 60, 'Non-US users': 38, 'IMDb users': 129}",12,"{'10': 14, '9': 1, '8': 16, '7': 28, '6': 35, '5': 14, '4': 8, '3': 5, '2': 1, '1': 7}",37
"{'Males': 6.4, 'Females': 7.4, 'Aged 18-29': 7.2, 'Males Aged 18-29': 6.9, 'Females Aged 18-29': 7.6, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 7.2, 'Aged 45+': 5.8, 'Males Aged 45+': 5.6, 'Females Aged 45+': 6.9, 'Top 1000 voters': 6.3, 'US users': 6.3, 'Non-US users': 6.7, 'IMDb users': 6.7}","{'Males': 100, 'Females': 46, 'Aged 18-29': 58, 'Males Aged 18-29': 32, 'Females Aged 18-29': 24, 'Aged 30-44': 65, 'Males Aged 30-44': 48, 'Females Aged 30-44': 15, 'Aged 45+': 25, 'Males Aged 45+': 19, 'Females Aged 45+': 6, 'Top 1000 voters': 40, 'US users': 73, 'Non-US users': 55, 'IMDb users': 165}",11,"{'10': 28, '9': 15, '8': 19, '7': 34, '6': 38, '5': 11, '4': 5, '3': 4, '2': 3, '1': 8}",37
"{'Males': 5.5, 'Females': 6.8, 'Aged 18-29': 6.3, 'Males Aged 18-29': 6.0, 'Females Aged 18-29': 6.4, 'Aged 30-44': 6.0, 'Males Aged 30-44': 5.7, 'Females Aged 30-44': 7.1, 'Aged 45+': 5.3, 'Males Aged 45+': 4.9, 'Females Aged 45+': 8.0, 'Top 1000 voters': 5.9, 'US users': 5.7, 'Non-US users': 5.6, 'IMDb users': 5.9}","{'Males': 77, 'Females': 23, 'Aged 18-29': 33, 'Males Aged 18-29': 21, 'Females Aged 18-29': 10, 'Aged 30-44': 49, 'Males Aged 30-44': 38, 'Females Aged 30-44': 10, 'Aged 45+': 18, 'Males Aged 45+': 16, 'Females Aged 45+': 2, 'Top 1000 voters': 31, 'US users': 53, 'Non-US users': 39, 'IMDb users': 118}",10,"{'10': 14, '9': 3, '8': 7, '7': 19, '6': 36, '5': 14, '4': 10, '3': 2, '2': 4, '1': 9}",37
"{'Males': 8.4, 'Females': 8.8, 'Aged 18-29': 9.0, 'Males Aged 18-29': 8.9, 'Females Aged 18-29': 9.1, 'Aged 30-44': 8.3, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 8.7, 'Aged 45+': 8.1, 'Males Aged 45+': 8.2, 'Females Aged 45+': 6.3, 'Top 1000 voters': 7.7, 'US users': 8.1, 'Non-US users': 8.7, 'IMDb users': 8.5}","{'Males': 141, 'Females': 59, 'Aged 18-29': 93, 'Males Aged 18-29': 63, 'Females Aged 18-29': 27, 'Aged 30-44': 82, 'Males Aged 30-44': 54, 'Females Aged 30-44': 25, 'Aged 45+': 27, 'Males Aged 45+': 22, 'Females Aged 45+': 5, 'Top 1000 voters': 47, 'US users': 101, 'Non-US users': 73, 'IMDb users': 235}",9,"{'10': 87, '9': 53, '8': 47, '7': 23, '6': 6, '5': 4, '4': 2, '3': 1, '2': 1, '1': 11}",37
"{'Males': 7.3, 'Females': 7.5, 'Aged 18-29': 7.9, 'Males Aged 18-29': 8.1, 'Females Aged 18-29': 7.6, 'Aged 30-44': 7.0, 'Males Aged 30-44': 6.9, 'Females Aged 30-44': 7.4, 'Aged 45+': 6.9, 'Males Aged 45+': 6.9, 'Females Aged 45+': 6.8, 'Top 1000 voters': 7.0, 'US users': 6.9, 'Non-US users': 7.7, 'IMDb users': 7.4}","{'Males': 92, 'Females': 41, 'Aged 18-29': 56, 'Males Aged 18-29': 32, 'Females Aged 18-29': 22, 'Aged 30-44': 56, 'Males Aged 30-44': 41, 'Females Aged 30-44': 14, 'Aged 45+': 21, 'Males Aged 45+': 17, 'Females Aged 45+': 4, 'Top 1000 voters': 39, 'US users': 65, 'Non-US users': 50, 'IMDb users': 151}",8,"{'10': 31, '9': 12, '8': 27, '7': 40, '6': 22, '5': 9, '4': 2, '3': 1, '2': 1, '1': 6}",37
"{'Males': 6.7, 'Females': 7.3, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 7.9, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.4, 'Females Aged 30-44': 7.1, 'Aged 45+': 6.4, 'Males Aged 45+': 6.5, 'Females Aged 45+': 6.4, 'Top 1000 voters': 6.9, 'US users': 6.6, 'Non-US users': 7.2, 'IMDb users': 7.0}","{'Males': 73, 'Females': 30, 'Aged 18-29': 36, 'Males Aged 18-29': 22, 'Females Aged 18-29': 12, 'Aged 30-44': 46, 'Males Aged 30-44': 34, 'Females Aged 30-44': 12, 'Aged 45+': 22, 'Males Aged 45+': 17, 'Females Aged 45+': 5, 'Top 1000 voters': 38, 'US users': 51, 'Non-US users': 39, 'IMDb users': 112}",7,"{'10': 16, '9': 6, '8': 19, '7': 26, '6': 25, '5': 12, '4': 2, '3': 0, '2': 0, '1': 6}",37
"{'Males': 7.7, 'Females': 7.9, 'Aged 18-29': 8.5, 'Males Aged 18-29': 8.5, 'Females Aged 18-29': 8.4, 'Aged 30-44': 7.4, 'Males Aged 30-44': 7.3, 'Females Aged 30-44': 7.6, 'Aged 45+': 7.1, 'Males Aged 45+': 7.1, 'Females Aged 45+': 4.5, 'Top 1000 voters': 7.4, 'US users': 7.4, 'Non-US users': 8.1, 'IMDb users': 7.8}","{'Males': 91, 'Females': 38, 'Aged 18-29': 56, 'Males Aged 18-29': 35, 'Females Aged 18-29': 19, 'Aged 30-44': 50, 'Males Aged 30-44': 36, 'Females Aged 30-44': 14, 'Aged 45+': 22, 'Males Aged 45+': 18, 'Females Aged 45+': 4, 'Top 1000 voters': 39, 'US users': 54, 'Non-US users': 56, 'IMDb users': 147}",6,"{'10': 37, '9': 15, '8': 32, '7': 35, '6': 14, '5': 4, '4': 2, '3': 1, '2': 0, '1': 7}",37
"{'Males': 7.4, 'Females': 7.7, 'Aged 18-29': 7.9, 'Males Aged 18-29': 7.6, 'Females Aged 18-29': 8.2, 'Aged 30-44': 7.0, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 7.1, 'Aged 45+': 7.6, 'Males Aged 45+': 7.7, 'Females Aged 45+': 7.0, 'Top 1000 voters': 6.8, 'US users': 7.3, 'Non-US users': 7.6, 'IMDb users': 7.5}","{'Males': 91, 'Females': 39, 'Aged 18-29': 50, 'Males Aged 18-29': 29, 'Females Aged 18-29': 19, 'Aged 30-44': 59, 'Males Aged 30-44': 43, 'Females Aged 30-44': 15, 'Aged 45+': 20, 'Males Aged 45+': 16, 'Females Aged 45+': 4, 'Top 1000 voters': 39, 'US users': 62, 'Non-US users': 52, 'IMDb users': 153}",5,"{'10': 33, '9': 15, '8': 28, '7': 39, '6': 20, '5': 3, '4': 4, '3': 1, '2': 3, '1': 7}",37
"{'Males': 7.2, 'Females': 7.5, 'Aged 18-29': 8.0, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 7.8, 'Aged 30-44': 6.7, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 7.1, 'Aged 45+': 7.0, 'Males Aged 45+': 7.1, 'Females Aged 45+': 5.7, 'Top 1000 voters': 6.9, 'US users': 7.1, 'Non-US users': 7.4, 'IMDb users': 7.4}","{'Males': 91, 'Females': 32, 'Aged 18-29': 48, 'Males Aged 18-29': 31, 'Females Aged 18-29': 15, 'Aged 30-44': 54, 'Males Aged 30-44': 41, 'Females Aged 30-44': 12, 'Aged 45+': 20, 'Males Aged 45+': 17, 'Females Aged 45+': 3, 'Top 1000 voters': 40, 'US users': 65, 'Non-US users': 44, 'IMDb users': 140}",4,"{'10': 30, '9': 9, '8': 25, '7': 33, '6': 25, '5': 11, '4': 2, '3': 1, '2': 1, '1': 3}",37
"{'Males': 5.9, 'Females': 6.4, 'Aged 18-29': 6.6, 'Males Aged 18-29': 6.7, 'Females Aged 18-29': 6.0, 'Aged 30-44': 5.9, 'Males Aged 30-44': 5.7, 'Females Aged 30-44': 6.5, 'Aged 45+': 5.7, 'Males Aged 45+': 5.7, 'Females Aged 45+': 7.5, 'Top 1000 voters': 6.0, 'US users': 5.5, 'Non-US users': 6.5, 'IMDb users': 6.0}","{'Males': 90, 'Females': 34, 'Aged 18-29': 39, 'Males Aged 18-29': 24, 'Females Aged 18-29': 13, 'Aged 30-44': 64, 'Males Aged 30-44': 46, 'Females Aged 30-44': 17, 'Aged 45+': 21, 'Males Aged 45+': 19, 'Females Aged 45+': 2, 'Top 1000 voters': 33, 'US users': 67, 'Non-US users': 42, 'IMDb users': 138}",3,"{'10': 13, '9': 3, '8': 11, '7': 25, '6': 48, '5': 14, '4': 7, '3': 4, '2': 4, '1': 9}",37
"{'Males': 7.3, 'Females': 7.5, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 7.6, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 7.6, 'Aged 45+': 7.3, 'Males Aged 45+': 7.4, 'Females Aged 45+': 6.5, 'Top 1000 voters': 7.0, 'US users': 7.0, 'Non-US users': 7.5, 'IMDb users': 7.4}","{'Males': 89, 'Females': 37, 'Aged 18-29': 51, 'Males Aged 18-29': 33, 'Females Aged 18-29': 16, 'Aged 30-44': 57, 'Males Aged 30-44': 40, 'Females Aged 30-44': 16, 'Aged 45+': 19, 'Males Aged 45+': 15, 'Females Aged 45+': 4, 'Top 1000 voters': 40, 'US users': 55, 'Non-US users': 54, 'IMDb users': 141}",2,"{'10': 28, '9': 9, '8': 28, '7': 41, '6': 19, '5': 9, '4': 4, '3': 0, '2': 0, '1': 3}",37
"{'Males': 7.5, 'Females': 8.3, 'Aged 18-29': 8.3, 'Males Aged 18-29': 8.2, 'Females Aged 18-29': 8.6, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 8.0, 'Aged 45+': 7.5, 'Males Aged 45+': 7.6, 'Females Aged 45+': 6.6, 'Top 1000 voters': 7.2, 'US users': 7.4, 'Non-US users': 7.9, 'IMDb users': 7.6}","{'Males': 105, 'Females': 46, 'Aged 18-29': 59, 'Males Aged 18-29': 36, 'Females Aged 18-29': 21, 'Aged 30-44': 66, 'Males Aged 30-44': 49, 'Females Aged 30-44': 16, 'Aged 45+': 26, 'Males Aged 45+': 19, 'Females Aged 45+': 7, 'Top 1000 voters': 42, 'US users': 78, 'Non-US users': 49, 'IMDb users': 168}",1,"{'10': 41, '9': 21, '8': 34, '7': 33, '6': 14, '5': 10, '4': 2, '3': 3, '2': 3, '1': 7}",37
"{'Males': 7.3, 'Females': 7.4, 'Aged 18-29': 7.8, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 7.2, 'Aged 30-44': 7.2, 'Males Aged 30-44': 6.9, 'Females Aged 30-44': 7.7, 'Aged 45+': 7.2, 'Males Aged 45+': 7.3, 'Females Aged 45+': 5.7, 'Top 1000 voters': 6.8, 'US users': 6.8, 'Non-US users': 7.8, 'IMDb users': 7.3}","{'Males': 103, 'Females': 37, 'Aged 18-29': 50, 'Males Aged 18-29': 33, 'Females Aged 18-29': 15, 'Aged 30-44': 68, 'Males Aged 30-44': 49, 'Females Aged 30-44': 18, 'Aged 45+': 23, 'Males Aged 45+': 20, 'Females Aged 45+': 3, 'Top 1000 voters': 45, 'US users': 70, 'Non-US users': 53, 'IMDb users': 160}",0,"{'10': 26, '9': 16, '8': 43, '7': 38, '6': 14, '5': 9, '4': 2, '3': 2, '2': 1, '1': 9}",37
"{'Males': 8.3, 'Females': 9.1, 'Aged 18-29': 9.1, 'Males Aged 18-29': 9.0, 'Females Aged 18-29': 9.4, 'Aged 30-44': 7.9, 'Males Aged 30-44': 7.5, 'Females Aged 30-44': 8.8, 'Aged 45+': 7.7, 'Males Aged 45+': 7.8, 'Females Aged 45+': 7.3, 'Top 1000 voters': 7.0, 'US users': 7.8, 'Non-US users': 8.9, 'IMDb users': 8.4}","{'Males': 137, 'Females': 66, 'Aged 18-29': 93, 'Males Aged 18-29': 59, 'Females Aged 18-29': 33, 'Aged 30-44': 80, 'Males Aged 30-44': 55, 'Females Aged 30-44': 24, 'Aged 45+': 27, 'Males Aged 45+': 21, 'Females Aged 45+': 6, 'Top 1000 voters': 43, 'US users': 88, 'Non-US users': 79, 'IMDb users': 228}",21,"{'10': 90, '9': 50, '8': 41, '7': 18, '6': 4, '5': 6, '4': 4, '3': 2, '2': 1, '1': 12}",36
"{'Males': 6.2, 'Females': 6.6, 'Aged 18-29': 6.7, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.2, 'Aged 30-44': 6.0, 'Males Aged 30-44': 5.8, 'Females Aged 30-44': 6.8, 'Aged 45+': 6.1, 'Males Aged 45+': 5.9, 'Females Aged 45+': 7.2, 'Top 1000 voters': 6.4, 'US users': 5.8, 'Non-US users': 6.5, 'IMDb users': 6.0}","{'Males': 64, 'Females': 17, 'Aged 18-29': 30, 'Males Aged 18-29': 21, 'Females Aged 18-29': 8, 'Aged 30-44': 37, 'Males Aged 30-44': 33, 'Females Aged 30-44': 4, 'Aged 45+': 13, 'Males Aged 45+': 9, 'Females Aged 45+': 4, 'Top 1000 voters': 32, 'US users': 44, 'Non-US users': 28, 'IMDb users': 92}",20,"{'10': 6, '9': 8, '8': 11, '7': 13, '6': 22, '5': 12, '4': 7, '3': 3, '2': 2, '1': 8}",36
"{'Males': 6.8, 'Females': 7.6, 'Aged 18-29': 7.4, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 7.5, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 8.2, 'Aged 45+': 6.4, 'Males Aged 45+': 6.6, 'Females Aged 45+': 5.3, 'Top 1000 voters': 6.9, 'US users': 6.7, 'Non-US users': 7.2, 'IMDb users': 7.0}","{'Males': 74, 'Females': 29, 'Aged 18-29': 43, 'Males Aged 18-29': 27, 'Females Aged 18-29': 15, 'Aged 30-44': 43, 'Males Aged 30-44': 32, 'Females Aged 30-44': 10, 'Aged 45+': 15, 'Males Aged 45+': 12, 'Females Aged 45+': 3, 'Top 1000 voters': 36, 'US users': 50, 'Non-US users': 39, 'IMDb users': 114}",19,"{'10': 20, '9': 8, '8': 17, '7': 34, '6': 14, '5': 9, '4': 1, '3': 1, '2': 1, '1': 9}",36
"{'Males': 6.5, 'Females': 7.1, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 8.3, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.0, 'Females Aged 30-44': 6.5, 'Aged 45+': 6.2, 'Males Aged 45+': 6.5, 'Females Aged 45+': 5.3, 'Top 1000 voters': 6.7, 'US users': 6.3, 'Non-US users': 7.1, 'IMDb users': 6.5}","{'Males': 64, 'Females': 18, 'Aged 18-29': 28, 'Males Aged 18-29': 20, 'Females Aged 18-29': 7, 'Aged 30-44': 40, 'Males Aged 30-44': 31, 'Females Aged 30-44': 8, 'Aged 45+': 16, 'Males Aged 45+': 13, 'Females Aged 45+': 3, 'Top 1000 voters': 36, 'US users': 49, 'Non-US users': 25, 'IMDb users': 91}",18,"{'10': 10, '9': 5, '8': 13, '7': 22, '6': 18, '5': 8, '4': 4, '3': 4, '2': 3, '1': 4}",36
"{'Males': 6.2, 'Females': 7.2, 'Aged 18-29': 7.1, 'Males Aged 18-29': 6.9, 'Females Aged 18-29': 7.7, 'Aged 30-44': 5.8, 'Males Aged 30-44': 5.6, 'Females Aged 30-44': 6.5, 'Aged 45+': 6.5, 'Males Aged 45+': 6.5, 'Females Aged 45+': 7.5, 'Top 1000 voters': 6.3, 'US users': 6.1, 'Non-US users': 7.0, 'IMDb users': 6.3}","{'Males': 63, 'Females': 22, 'Aged 18-29': 30, 'Males Aged 18-29': 19, 'Females Aged 18-29': 10, 'Aged 30-44': 39, 'Males Aged 30-44': 30, 'Females Aged 30-44': 8, 'Aged 45+': 18, 'Males Aged 45+': 14, 'Females Aged 45+': 4, 'Top 1000 voters': 32, 'US users': 50, 'Non-US users': 26, 'IMDb users': 96}",17,"{'10': 9, '9': 6, '8': 8, '7': 23, '6': 22, '5': 12, '4': 7, '3': 2, '2': 2, '1': 5}",36
"{'Males': 7.2, 'Females': 7.4, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 8.6, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 6.8, 'Aged 45+': 6.8, 'Males Aged 45+': 7.1, 'Females Aged 45+': 5.0, 'Top 1000 voters': 7.1, 'US users': 6.8, 'Non-US users': 7.8, 'IMDb users': 7.2}","{'Males': 87, 'Females': 25, 'Aged 18-29': 45, 'Males Aged 18-29': 33, 'Females Aged 18-29': 11, 'Aged 30-44': 51, 'Males Aged 30-44': 40, 'Females Aged 30-44': 10, 'Aged 45+': 17, 'Males Aged 45+': 13, 'Females Aged 45+': 4, 'Top 1000 voters': 39, 'US users': 60, 'Non-US users': 39, 'IMDb users': 125}",16,"{'10': 16, '9': 16, '8': 28, '7': 30, '6': 16, '5': 8, '4': 2, '3': 1, '2': 1, '1': 7}",36
"{'Males': 6.0, 'Females': 7.1, 'Aged 18-29': 7.0, 'Males Aged 18-29': 6.8, 'Females Aged 18-29': 7.4, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.2, 'Females Aged 30-44': 6.3, 'Aged 45+': 5.8, 'Males Aged 45+': 5.3, 'Females Aged 45+': 7.7, 'Top 1000 voters': 6.2, 'US users': 6.0, 'Non-US users': 6.4, 'IMDb users': 6.2}","{'Males': 76, 'Females': 30, 'Aged 18-29': 39, 'Males Aged 18-29': 21, 'Females Aged 18-29': 17, 'Aged 30-44': 52, 'Males Aged 30-44': 40, 'Females Aged 30-44': 10, 'Aged 45+': 16, 'Males Aged 45+': 13, 'Females Aged 45+': 3, 'Top 1000 voters': 37, 'US users': 58, 'Non-US users': 37, 'IMDb users': 121}",15,"{'10': 15, '9': 5, '8': 12, '7': 34, '6': 21, '5': 14, '4': 4, '3': 3, '2': 3, '1': 10}",36
"{'Males': 6.3, 'Females': 7.1, 'Aged 18-29': 6.6, 'Males Aged 18-29': 6.7, 'Females Aged 18-29': 6.9, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.1, 'Females Aged 30-44': 6.7, 'Aged 45+': 6.6, 'Males Aged 45+': 6.3, 'Females Aged 45+': 7.7, 'Top 1000 voters': 6.6, 'US users': 6.2, 'Non-US users': 6.7, 'IMDb users': 6.2}","{'Males': 72, 'Females': 27, 'Aged 18-29': 36, 'Males Aged 18-29': 22, 'Females Aged 18-29': 13, 'Aged 30-44': 46, 'Males Aged 30-44': 34, 'Females Aged 30-44': 11, 'Aged 45+': 19, 'Males Aged 45+': 16, 'Females Aged 45+': 3, 'Top 1000 voters': 34, 'US users': 55, 'Non-US users': 35, 'IMDb users': 112}",14,"{'10': 14, '9': 5, '8': 10, '7': 27, '6': 26, '5': 10, '4': 4, '3': 3, '2': 3, '1': 10}",36
"{'Males': 7.4, 'Females': 7.4, 'Aged 18-29': 7.9, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 7.7, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.2, 'Males Aged 45+': 7.2, 'Females Aged 45+': 6.0, 'Top 1000 voters': 7.1, 'US users': 7.1, 'Non-US users': 7.5, 'IMDb users': 7.4}","{'Males': 79, 'Females': 22, 'Aged 18-29': 45, 'Males Aged 18-29': 32, 'Females Aged 18-29': 12, 'Aged 30-44': 40, 'Males Aged 30-44': 34, 'Females Aged 30-44': 6, 'Aged 45+': 15, 'Males Aged 45+': 12, 'Females Aged 45+': 3, 'Top 1000 voters': 33, 'US users': 48, 'Non-US users': 41, 'IMDb users': 111}",13,"{'10': 20, '9': 13, '8': 21, '7': 31, '6': 15, '5': 3, '4': 1, '3': 0, '2': 1, '1': 6}",36
"{'Males': 7.5, 'Females': 7.3, 'Aged 18-29': 7.8, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 7.5, 'Aged 30-44': 7.4, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 8.2, 'Aged 45+': 7.1, 'Males Aged 45+': 7.5, 'Females Aged 45+': 5.3, 'Top 1000 voters': 7.3, 'US users': 7.1, 'Non-US users': 7.7, 'IMDb users': 7.4}","{'Males': 79, 'Females': 41, 'Aged 18-29': 54, 'Males Aged 18-29': 30, 'Females Aged 18-29': 23, 'Aged 30-44': 46, 'Males Aged 30-44': 33, 'Females Aged 30-44': 12, 'Aged 45+': 19, 'Males Aged 45+': 14, 'Females Aged 45+': 5, 'Top 1000 voters': 44, 'US users': 65, 'Non-US users': 43, 'IMDb users': 134}",12,"{'10': 24, '9': 19, '8': 27, '7': 39, '6': 8, '5': 5, '4': 2, '3': 1, '2': 0, '1': 9}",36
